PUBCHEM_SID,hERG inhibition (%) at 1uM,hERG inhibition (%) at 10uM,SMILES_unique_largest_fragment,SMILES_Original
85146775,14.7072,6.62338,COc1cc(OC)cc(c1)-c1c(-c2ccc(F)cc2)c2cc(ccc2n1C)-c1cnc(OC)nc1,COC1=CC(=CC(OC)=C1)C1=C(C2=C(C=CC(=C2)C2=CN=C(OC)N=C2)N1C)C1=CC=C(F)C=C1
85146773,6.1637,7.73508,COc1cc(OC)cc(c1)-c1c(-c2ccc(F)cc2)c2cc(ccc2n1C)-c1cccc2[nH]ccc12,COC1=CC(=CC(OC)=C1)C1=C(C2=C(C=CC(=C2)C2=C3C=CNC3=CC=C2)N1C)C1=CC=C(F)C=C1
85146771,8.91559999999999,14.17918,COc1cc(OC)cc(c1)-c1c(-c2ccc(F)cc2)c2cc(ccc2n1C)-c1ccc2cc[nH]c2c1,COC1=CC(=CC(OC)=C1)C1=C(C2=C(C=CC(=C2)C2=CC3=C(C=CN3)C=C2)N1C)C1=CC=C(F)C=C1
85146769,17.7798,16.72858,COc1cc2cc(C[C@H](C)O)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(C[C@H](C)O)=CC2=C1
85146768,7.1187,-2.02242,CCC[C@@H](O)c1cc2cc(OC)c(OC)cc2c(=O)o1,CCC[C@@H](O)C1=CC2=CC(OC)=C(OC)C=C2C(=O)O1
85146767,12.9279,13.03338,COc1cc2cc(oc(=O)c2cc1OC)C(C)(C)O,COC1=C(OC)C=C2C(=O)OC(=CC2=C1)C(C)(C)O
85146766,19.3421,1.58328,FC(F)(F)c1ccccc1C(=O)OCCCc1cc2ccccc2c(=O)o1,FC(F)(F)C1=CC=CC=C1C(=O)OCCCC1=CC2=CC=CC=C2C(=O)O1
85146765,11.3669,-9.55492,COc1ccc(cc1)C(=O)OCCc1cc2ccccc2c(=O)o1,COC1=CC=C(C=C1)C(=O)OCCC1=CC2=CC=CC=C2C(=O)O1
85146764,4.1867,-24.83692,COc1ccc(cc1)C(=O)OCCCc1cc2ccccc2c(=O)o1,COC1=CC=C(C=C1)C(=O)OCCCC1=CC2=CC=CC=C2C(=O)O1
85146763,9.455,-0.264419999999998,FC(F)(F)c1ccccc1C(=O)OCCc1cc2ccccc2c(=O)o1,FC(F)(F)C1=CC=CC=C1C(=O)OCCC1=CC2=CC=CC=C2C(=O)O1
85146762,6.2584,-13.74722,COc1cc(cc(OC)c1OC)C(=O)OCCCc1cc2ccccc2c(=O)o1,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCC1=CC2=CC=CC=C2C(=O)O1
85146761,12.0994,-4.10902,COc1cc2cc(CCCOC(=O)c3ccc4OCOc4c3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC4=C(OCO4)C=C3)=CC2=C1
85146759,11.414,-12.93522,O=C(OCCCc1cc2ccccc2c(=O)o1)c1ccc2OCOc2c1,O=C(OCCCC1=CC2=CC=CC=C2C(=O)O1)C1=CC2=C(OCO2)C=C1
85146758,12.3155,1.96988,O=C(OCCc1cc2ccccc2c(=O)o1)c1ccc2OCOc2c1,O=C(OCCC1=CC2=CC=CC=C2C(=O)O1)C1=CC2=C(OCO2)C=C1
85146757,14.5928,-14.63212,COc1cc(cc(OC)c1OC)C(=O)OCCc1cc2ccccc2c(=O)o1,COC1=CC(=CC(OC)=C1OC)C(=O)OCCC1=CC2=CC=CC=C2C(=O)O1
85146756,12.4222,17.41958,C[C@@H](O)CC#Cc1ccc2oc(=O)c(cc2c1)-n1cc(nn1)-c1ccsc1,C[C@@H](O)CC#CC1=CC2=C(OC(=O)C(=C2)N2C=C(N=N2)C2=CSC=C2)C=C1
85146754,14.3623,14.75008,Nc1cccc(c1)-c1cn(nn1)-c1cc2cc(ccc2oc1=O)C#CC1(O)CCCCC1,NC1=CC=CC(=C1)C1=CN(N=N1)C1=CC2=C(OC1=O)C=CC(=C2)C#CC1(O)CCCCC1
85146753,13.5083,12.72048,C[C@H](O)Cc1cn(nn1)-c1cc2cc(ccc2oc1=O)C#Cc1ccsc1,C[C@H](O)CC1=CN(N=N1)C1=CC2=C(OC1=O)C=CC(=C2)C#CC1=CSC=C1
85146752,21.4668,24.69268,OC1(CCCCC1)C#Cc1ccc2oc(=O)c(cc2c1)-n1cc(nn1)C1(O)CCCCC1,OC1(CCCCC1)C#CC1=CC2=C(OC(=O)C(=C2)N2C=C(N=N2)C2(O)CCCCC2)C=C1
85146749,2.70239999999999,-2.85022,NC1(CCCCC1)C#Cc1ccc2oc(=O)c(cc2c1)-n1cc(nn1)-c1ccsc1,NC1(CCCCC1)C#CC1=CC2=C(OC(=O)C(=C2)N2C=C(N=N2)C2=CSC=C2)C=C1
85146748,4.9173,2.11548,COc1ccc(cc1)-c1oc(=O)c2cc(OC)c(OC)cc2c1\C=C\c1cccc(c1)[N+]([O-])=O,COC1=CC=C(C=C1)C1=C(\C=C\C2=CC(=CC=C2)[N+]([O-])=O)C2=CC(OC)=C(OC)C=C2C(=O)O1
85146747,14.9126,20.90688,COc1cc2c(-c3ccc4[nH]ccc4c3)c(oc(=O)c2cc1OC)-c1ccc(cc1)C#N,COC1=C(OC)C=C2C(=C1)C(=O)OC(C1=CC=C(C=C1)C#N)=C2C1=CC2=C(NC=C2)C=C1
85146746,13.0176,10.99158,OCCCc1cc2ccc(\C=C\c3cccc(c3)[N+]([O-])=O)cc2c(=O)o1,OCCCC1=CC2=C(C=C(\C=C\C3=CC(=CC=C3)[N+]([O-])=O)C=C2)C(=O)O1
85146745,10.5586,8.57288,Nc1ccc(cc1)-c1cc2ccccc2c(=O)n1CCCCO,NC1=CC=C(C=C1)C1=CC2=CC=CC=C2C(=O)N1CCCCO
85146743,9.65729999999999,-2.38792,OCCCCn1c(cc2ccccc2c1=O)-c1ccsc1,OCCCCN1C(=O)C2=CC=CC=C2C=C1C1=CSC=C1
85146742,-0.0560000000000045,-16.49252,COc1ccc(cc1)-c1cc2ccccc2c(=O)n1OC,CON1C(=O)C2=CC=CC=C2C=C1C1=CC=C(OC)C=C1
85146741,19.81628,4.74848,COc1ccc(cc1)-c1cc2ccccc2c(=O)n1N,COC1=CC=C(C=C1)C1=CC2=CC=CC=C2C(=O)N1N
85146740,10.9029,6.66008,COc1ccc(cc1)-c1cc2ccccc2c(=O)n1CCc1cccs1,COC1=CC=C(C=C1)C1=CC2=CC=CC=C2C(=O)N1CCC1=CC=CS1
85146739,21.02661,8.90518,COc1ccc(cc1)-c1cc2ccccc2c(=O)n1CCO,COC1=CC=C(C=C1)C1=CC2=CC=CC=C2C(=O)N1CCO
85146738,8.79829999999999,1.85258,COc1cc2c(C#CCCCO)c(oc(=O)c2cc1OC)-c1ccc(cc1)C#N,COC1=C(OC)C=C2C(=C1)C(=O)OC(C1=CC=C(C=C1)C#N)=C2C#CCCCO
85146737,15.5746,23.74608,COc1ccc(cc1)-c1oc(=O)c2cc(OC)c(OC)cc2c1C(F)(F)F,COC1=CC=C(C=C1)C1=C(C2=CC(OC)=C(OC)C=C2C(=O)O1)C(F)(F)F
85146735,11.7769,16.83088,COc1cc(OC)cc(c1)-c1oc(=O)c2cc(OC)c(OC)cc2c1C#CCCCO,COC1=CC(=CC(OC)=C1)C1=C(C#CCCCO)C2=CC(OC)=C(OC)C=C2C(=O)O1
85146734,-2.42600000000001,-8.12462,OCCCc1cc2ccc(cc2c(=O)o1)C#Cc1ccsc1,OCCCC1=CC2=C(C=C(C=C2)C#CC2=CSC=C2)C(=O)O1
85146732,-15.5837,-30.38482,COc1cc2c(C#CCCO)c(oc(=O)c2cc1OC)-c1ccc(cc1)C#N,COC1=C(OC)C=C2C(=C1)C(=O)OC(C1=CC=C(C=C1)C#N)=C2C#CCCO
85146730,10.3025,6.24438,COc1ccc(cc1)-c1c(oc(=O)c2cc(OC)c(OC)cc12)-c1ccsc1,COC1=CC=C(C=C1)C1=C(OC(=O)C2=CC(OC)=C(OC)C=C12)C1=CSC=C1
85146728,1.6194,4.90588,COc1cc(OC)cc(c1)-c1oc(=O)c2cc(OC)c(OC)cc2c1\C=C\c1ccc(F)cc1,COC1=CC(=CC(OC)=C1)C1=C(\C=C\C2=CC=C(F)C=C2)C2=CC(OC)=C(OC)C=C2C(=O)O1
85146727,11.233,-3.83042,COc1ccc(CC(=O)OCCc2cc3cc(OC)c(OC)cc3c(=O)o2)cc1,COC1=CC=C(CC(=O)OCCC2=CC3=CC(OC)=C(OC)C=C3C(=O)O2)C=C1
85146726,16.1147,13.54378,O=C(OCCc1cc2ccccc2c(=O)o1)N1CCOCC1,O=C(OCCC1=CC2=CC=CC=C2C(=O)O1)N1CCOCC1
85146725,11.5648,17.24968,O=C(OC1(CCCCC1)c1cc2ccccc2c(=O)o1)c1cccs1,O=C(OC1(CCCCC1)C1=CC2=CC=CC=C2C(=O)O1)C1=CC=CS1
85146724,13.9378,14.61948,CC(C)(OC(=O)c1ccc(cc1)C(F)(F)F)c1cc2ccccc2c(=O)o1,CC(C)(OC(=O)C1=CC=C(C=C1)C(F)(F)F)C1=CC2=CC=CC=C2C(=O)O1
85146723,11.6038,3.10448,CC(C)(OC(=O)c1ccc(F)cc1)c1cc2ccccc2c(=O)o1,CC(C)(OC(=O)C1=CC=C(F)C=C1)C1=CC2=CC=CC=C2C(=O)O1
85146722,15.1954,12.42168,O=C(OC1(CCCCC1)c1cc2ccccc2c(=O)o1)c1ccco1,O=C(OC1(CCCCC1)C1=CC2=CC=CC=C2C(=O)O1)C1=CC=CO1
85146721,19.99046,16.56628,FC(F)(F)c1ccc(cc1)C(=O)OC1(CCCCC1)c1cc2ccccc2c(=O)o1,FC(F)(F)C1=CC=C(C=C1)C(=O)OC1(CCCCC1)C1=CC2=CC=CC=C2C(=O)O1
85146720,8.93859999999999,5.38438,COc1cc2cc(CCOC(=O)N3CCCCC3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCOC(=O)N3CCCCC3)=CC2=C1
85146719,14.3237,15.25058,CCN(CC)C(=O)OCCc1cc2ccccc2c(=O)o1,CCN(CC)C(=O)OCCC1=CC2=CC=CC=C2C(=O)O1
85146718,19.59497,20.07028,OC1(CCCCC1)c1cc2ccc(Br)cc2c(=O)o1,OC1(CCCCC1)C1=CC2=C(C=C(Br)C=C2)C(=O)O1
85146717,14.5449,19.52788,OC1(CCCCC1)c1cc2ccc(\C=C\c3ccc(F)cc3)cc2c(=O)o1,OC1(CCCCC1)C1=CC2=C(C=C(\C=C\C3=CC=C(F)C=C3)C=C2)C(=O)O1
85146716,4.51609999999999,1.48818,[O-][N+](=O)c1cccc(c1)-c1c(ncc2ccc(F)cc12)-c1ccccc1,[O-][N+](=O)C1=CC=CC(=C1)C1=C2C=C(F)C=CC2=CN=C1C1=CC=CC=C1
85146715,12.1076,12.78098,COc1ccc(cc1)C(=O)OCc1c(ncc2ccccc12)-c1cccc(OC)c1,COC1=CC=C(C=C1)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC(OC)=CC=C1
85146714,15.8383,22.91818,Fc1cccc(c1)-c1c(ncc2cc(F)ccc12)-c1ccccc1,FC1=CC2=CN=C(C3=CC=CC=C3)C(C3=CC(F)=CC=C3)=C2C=C1
85146713,8.3658,0.428280000000001,[O-][N+](=O)c1cccc(c1)-c1c(ncc2cc(F)ccc12)-c1ccccc1,[O-][N+](=O)C1=CC=CC(=C1)C1=C2C=CC(F)=CC2=CN=C1C1=CC=CC=C1
85146712,14.8578,14.09608,Fc1ccc2c(-c3cccc(c3)C(F)(F)F)c(ncc2c1)-c1ccccc1,FC1=CC2=CN=C(C3=CC=CC=C3)C(C3=CC(=CC=C3)C(F)(F)F)=C2C=C1
85146711,8.5415,1.58388,[O-][N+](=O)c1ccc(cc1)-c1c(ncc2cc(F)ccc12)-c1ccccc1,[O-][N+](=O)C1=CC=C(C=C1)C1=C2C=CC(F)=CC2=CN=C1C1=CC=CC=C1
85146710,13.2515,7.96838,COC(=O)c1ccc(cc1)-c1c(ncc2cc(F)ccc12)-c1ccccc1,COC(=O)C1=CC=C(C=C1)C1=C2C=CC(F)=CC2=CN=C1C1=CC=CC=C1
85146709,13.2574,7.11148,Fc1ccc2c(-c3ccc(cc3)C#N)c(ncc2c1)-c1ccccc1,FC1=CC2=CN=C(C3=CC=CC=C3)C(C3=CC=C(C=C3)C#N)=C2C=C1
85146708,11.4968,13.45938,Fc1ccc2cnc(-c3ccccc3)c(-c3ccc(cc3)C(F)(F)F)c2c1,FC1=CC2=C(C3=CC=C(C=C3)C(F)(F)F)C(=NC=C2C=C1)C1=CC=CC=C1
85146706,13.3529,14.20268,Fc1ccc2cnc(-c3ccccc3)c(-c3cc(F)cc(F)c3)c2c1,FC1=CC2=C(C3=CC(F)=CC(F)=C3)C(=NC=C2C=C1)C1=CC=CC=C1
85146705,22.4873,22.31958,Fc1ccc2cnc(-c3ccccc3)c(-c3cccc(c3)C(F)(F)F)c2c1,FC1=CC2=C(C3=CC(=CC=C3)C(F)(F)F)C(=NC=C2C=C1)C1=CC=CC=C1
85146704,-0.961600000000004,-9.49682,[O-][N+](=O)c1ccc(cc1)-c1c(ncc2ccc(F)cc12)-c1ccccc1,[O-][N+](=O)C1=CC=C(C=C1)C1=C2C=C(F)C=CC2=CN=C1C1=CC=CC=C1
85146703,11.4426,3.13288,CCCCC(=O)OCc1c(ncc2ccccc12)-c1ccccc1,CCCCC(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146702,12.0177,3.50748,Clc1ccc(C(=O)OCc2c(ncc3ccccc23)-c2ccccc2)c(Cl)c1,ClC1=CC(Cl)=C(C=C1)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146701,7.5851,-7.06752,Fc1ccccc1-c1cc2ccccc2cn1,FC1=CC=CC=C1C1=CC2=CC=CC=C2C=N1
85146700,14.0928,14.54638,COc1ccc(cc1)-c1cc2ccccc2cn1,COC1=CC=C(C=C1)C1=CC2=CC=CC=C2C=N1
85146699,2.75529999999999,-2.19732,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)CCCC(O)=O,COC1=CC=CC(=C1)C1=C(COC(=O)CCCC(O)=O)C2=CC=CC=C2C=N1
85146698,11.6327,-2.62172,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)CCC(O)=O,COC1=CC=CC(=C1)C1=C(COC(=O)CCC(O)=O)C2=CC=CC=C2C=N1
85146697,13.8711,16.53408,CCCCC(=O)OCc1c(ncc2ccccc12)-c1cccc(OC)c1,CCCCC(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC(OC)=CC=C1
85146696,14.0378,17.33348,COc1cc2cnc(-c3ccsc3)c(-c3ccc(F)cc3)c2cc1OC,COC1=C(OC)C=C2C(C=NC(C3=CSC=C3)=C2C2=CC=C(F)C=C2)=C1
85146695,12.3947,7.31358,COc1cccc(c1)-c1ncc2ccccc2c1CO,COC1=CC=CC(=C1)C1=C(CO)C2=CC=CC=C2C=N1
85146694,7.62449999999999,-3.98342,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)N(C)C,COC1=CC=CC(=C1)C1=C(COC(=O)N(C)C)C2=CC=CC=C2C=N1
85146693,8.42629999999999,-19.68692,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)N1CCOCC1,COC1=CC=CC(=C1)C1=C(COC(=O)N2CCOCC2)C2=CC=CC=C2C=N1
85146692,15.3208,-11.43802,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)N1CCCCC1,COC1=CC=CC(=C1)C1=C(COC(=O)N2CCCCC2)C2=CC=CC=C2C=N1
85146691,10.3953,-22.13622,CCN(CC)C(=O)OCc1c(ncc2ccccc12)-c1cccc(OC)c1,CCN(CC)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC(OC)=CC=C1
85146689,11.9028,17.23188,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1ccc(F)cc1,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC=C(F)C=C2)C2=CC=CC=C2C=N1
85146688,17.5871,5.73928,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1cccc(Br)c1,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC(Br)=CC=C2)C2=CC=CC=C2C=N1
85146687,15.4578,17.60538,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1ccc(Br)cc1,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC=C(Br)C=C2)C2=CC=CC=C2C=N1
85146686,9.324,13.27678,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1ccc(cc1)C(C)(C)C,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC=C(C=C2)C(C)(C)C)C2=CC=CC=C2C=N1
85146685,3.67009999999999,-3.15542,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1cccs1,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC=CS2)C2=CC=CC=C2C=N1
85146684,11.6605,14.98908,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1ccco1,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC=CO2)C2=CC=CC=C2C=N1
85146683,12.5844,13.63858,COc1cccc(c1)-c1ncc2ccccc2c1COC(=O)c1ccc(cc1)C(F)(F)F,COC1=CC=CC(=C1)C1=C(COC(=O)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C=N1
85146682,7.26619999999999,1.89308,COc1cc2cnc(-c3ccccc3)c(C(=O)c3ccc(F)cc3)c2cc1OC,COC1=C(OC)C=C2C(C=NC(C3=CC=CC=C3)=C2C(=O)C2=CC=C(F)C=C2)=C1
85146681,13.0019,-7.15902,O=C(OCc1c(ncc2ccccc12)-c1ccccc1)N1CCOCC1,O=C(OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1)N1CCOCC1
85146680,10.7343,-25.49572,CCN(CC)C(=O)OCc1c(ncc2ccccc12)-c1ccccc1,CCN(CC)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146679,11.2745,-6.88142,CN(C)C(=O)OCc1c(ncc2ccccc12)-c1ccccc1,CN(C)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146678,12.5488,10.29518,OC(=O)c1ccccc1C(=O)OCc1c(ncc2ccccc12)-c1ccccc1,OC(=O)C1=CC=CC=C1C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146677,9.8161,10.00738,OC(=O)CCCC(=O)OCc1c(ncc2ccccc12)-c1ccccc1,OC(=O)CCCC(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146676,13.7917,9.09308,OC(=O)CCC(=O)OCc1c(ncc2ccccc12)-c1ccccc1,OC(=O)CCC(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146675,4.7385,-0.0854199999999992,Brc1cccc(c1)C(=O)OCc1c(ncc2ccccc12)-c1ccccc1,BrC1=CC=CC(=C1)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146674,14.2631,20.75168,Brc1ccc(cc1)C(=O)OCc1c(ncc2ccccc12)-c1ccccc1,BrC1=CC=C(C=C1)C(=O)OCC1=C(N=CC2=CC=CC=C12)C1=CC=CC=C1
85146673,15.0948,14.47038,OCCc1cc2ccc(cc2c(=O)o1)-c1ccc2[nH]ccc2c1,OCCC1=CC2=C(C=C(C=C2)C2=CC3=C(NC=C3)C=C2)C(=O)O1
85146672,7.3208,3.26628,COCc1ccc(cc1)-c1c(oc(=O)c2cc(OC)c(OC)cc12)-c1cc(OC)cc(OC)c1,COCC1=CC=C(C=C1)C1=C(OC(=O)C2=CC(OC)=C(OC)C=C12)C1=CC(OC)=CC(OC)=C1
85146671,14.3976,13.14428,CCOC(=O)c1ccc(cc1F)-c1c(oc(=O)c2cc(OC)c(OC)cc12)-c1ccc(OC)cc1,CCOC(=O)C1=C(F)C=C(C=C1)C1=C(OC(=O)C2=CC(OC)=C(OC)C=C12)C1=CC=C(OC)C=C1
85146668,9.06199999999999,10.23398,COc1cc2c(-c3ccc4cc[nH]c4c3)c(oc(=O)c2cc1OC)-c1ccsc1,COC1=C(OC)C=C2C(=C1)C(=O)OC(C1=CSC=C1)=C2C1=CC2=C(C=CN2)C=C1
85146666,13.6936,9.34658,COc1cc2c(-c3cc(F)cc(F)c3)c(oc(=O)c2cc1OC)-c1ccsc1,COC1=C(OC)C=C2C(=C1)C(=O)OC(C1=CSC=C1)=C2C1=CC(F)=CC(F)=C1
85146665,17.692,27.99768,COc1ccc(cc1)-c1oc(=O)c2cc(OC)c(OC)cc2c1-c1cc(F)cc(OC)c1,COC1=CC=C(C=C1)C1=C(C2=CC(OC)=CC(F)=C2)C2=CC(OC)=C(OC)C=C2C(=O)O1
85146663,13.0926,12.41788,COc1cc2c(-c3ccc4cc[nH]c4c3)c(oc(=O)c2cc1OC)-c1ccc(cc1)C#N,COC1=C(OC)C=C2C(=C1)C(=O)OC(C1=CC=C(C=C1)C#N)=C2C1=CC2=C(C=CN2)C=C1
85146662,14.1442,16.47518,COc1cc2cc(CCOC(=O)CCCC(O)=O)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCOC(=O)CCCC(O)=O)=CC2=C1
85146661,10.5539,13.99488,COc1cc2cc(CCCOC(=O)CCCC(O)=O)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)CCCC(O)=O)=CC2=C1
85146660,13.2782,14.42588,COc1cc2cc(CCCOC(=O)CCC(O)=O)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)CCC(O)=O)=CC2=C1
85146659,12.5888,2.58218,O=C(OC1(CCCCC1)c1cc2ccccc2c(=O)o1)c1ccc(cc1)C#N,O=C(OC1(CCCCC1)C1=CC2=CC=CC=C2C(=O)O1)C1=CC=C(C=C1)C#N
85146658,11.6529,1.83148,CC(C)(OC(=O)c1cccs1)c1cc2ccccc2c(=O)o1,CC(C)(OC(=O)C1=CC=CS1)C1=CC2=CC=CC=C2C(=O)O1
85146657,-15.3237,-73.08432,CC(C)(OC(=O)c1ccc(cc1)C#N)c1cc2ccccc2c(=O)o1,CC(C)(OC(=O)C1=CC=C(C=C1)C#N)C1=CC2=CC=CC=C2C(=O)O1
85146656,6.426,-37.86122,Fc1ccc(cc1)C(=O)OCCCc1cc2ccccc2c(=O)o1,FC1=CC=C(C=C1)C(=O)OCCCC1=CC2=CC=CC=C2C(=O)O1
85146655,16.2408,3.88618,Fc1ccc(cc1)C(=O)OCCc1cc2ccccc2c(=O)o1,FC1=CC=C(C=C1)C(=O)OCCC1=CC2=CC=CC=C2C(=O)O1
85146654,14.5856,-29.52942,COc1cc2cc(CCCOC(=O)c3ccc(F)cc3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC=C(F)C=C3)=CC2=C1
85146653,11.4409,4.43788,COc1cc2cc(CCOC(=O)c3ccc(F)cc3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCOC(=O)C3=CC=C(F)C=C3)=CC2=C1
85146652,-2.1475,-6.20352,COc1cc2cc(CCCOC(=O)c3ccco3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC=CO3)=CC2=C1
85146651,15.4329,-11.44542,COc1cc2cc(CCOC(=O)c3ccc(cc3)C(F)(F)F)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCOC(=O)C3=CC=C(C=C3)C(F)(F)F)=CC2=C1
85146650,10.5213,-18.56642,COc1cc2cc(CCCOC(=O)c3ccc(cc3)C(F)(F)F)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC=C(C=C3)C(F)(F)F)=CC2=C1
85146649,-4.07390000000001,-37.94402,COc1cc2cc(CCOC(=O)c3ccc(cc3)C#N)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCOC(=O)C3=CC=C(C=C3)C#N)=CC2=C1
85146648,0.229299999999995,-65.03452,COc1cc2cc(CCCOC(=O)c3ccc(cc3)C#N)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC=C(C=C3)C#N)=CC2=C1
85146647,12.7595,8.37248,COc1cc2cc(CCOC(=O)c3ccco3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCOC(=O)C3=CC=CO3)=CC2=C1
85146646,11.3612,-8.43651999999999,COc1cc2cc(CCCOC(=O)c3ccc(Br)cc3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC=C(Br)C=C3)=CC2=C1
85146645,14.1384,12.53538,Brc1cccc(c1)C(=O)OCCc1cc2ccccc2c(=O)o1,BrC1=CC=CC(=C1)C(=O)OCCC1=CC2=CC=CC=C2C(=O)O1
85146644,11.3983,-2.19842,COc1cc2cc(CCCOC(=O)c3cccc(Br)c3)oc(=O)c2cc1OC,COC1=C(OC)C=C2C(=O)OC(CCCOC(=O)C3=CC(Br)=CC=C3)=CC2=C1
85146643,11.8125,12.44468,NC(=O)c1ccc(cc1)-c1c(sc2ccccc12)-c1ccccc1,NC(=O)C1=CC=C(C=C1)C1=C(SC2=CC=CC=C12)C1=CC=CC=C1
85146641,14.3746,18.28518,COc1cccc(c1)-c1sc2ccc(OC)cc2c1C#CC1(O)CCCCC1,COC1=CC2=C(SC(=C2C#CC2(O)CCCCC2)C2=CC(OC)=CC=C2)C=C1
85146640,17.993,18.57318,COc1ccc(cc1)-c1sc2ccc(cc2c1C#CC(C)(C)O)N1CCOCC1,COC1=CC=C(C=C1)C1=C(C#CC(C)(C)O)C2=C(S1)C=CC(=C2)N1CCOCC1
85146639,15.2679,13.48678,COc1ccc(cc1)-c1sc2ccc(OC)cc2c1C#Cc1ccccn1,COC1=CC=C(C=C1)C1=C(C#CC2=CC=CC=N2)C2=C(S1)C=CC(OC)=C2
85146638,10.3529,9.75728,COc1ccc2sc(c(C#CC(C)(C)O)c2c1)-c1ccc(cc1)N(C)C,COC1=CC2=C(SC(=C2C#CC(C)(C)O)C2=CC=C(C=C2)N(C)C)C=C1
85146637,17.7781,6.82688,COc1ccc2sc(c(C#CCCO)c2c1)-c1ccc(cc1)N(C)C,COC1=CC2=C(SC(=C2C#CCCO)C2=CC=C(C=C2)N(C)C)C=C1
85146636,13.8265,14.33318,COc1ccc2sc(c(C#CCO)c2c1)-c1ccc(cc1)N(C)C,COC1=CC2=C(SC(=C2C#CCO)C2=CC=C(C=C2)N(C)C)C=C1
85146635,6.88209999999999,9.58938,COc1ccc(cc1)-c1sc2ccc(OC)cc2c1-c1ccc(OC)c(F)c1,COC1=CC=C(C=C1)C1=C(C2=C(S1)C=CC(OC)=C2)C1=CC(F)=C(OC)C=C1
85146634,18.9964,12.66928,COc1cccc(c1)-c1sc2ccc(OC)cc2c1-c1ccc(cc1)C(N)=O,COC1=CC2=C(SC(=C2C2=CC=C(C=C2)C(N)=O)C2=CC(OC)=CC=C2)C=C1
85146633,16.241,17.53508,COc1ccc2sc(c(-c3cnc(OC)nc3)c2c1)-c1ccc(cc1)N(C)C,COC1=CC2=C(SC(=C2C2=CN=C(OC)N=C2)C2=CC=C(C=C2)N(C)C)C=C1
85146632,13.6927,9.45518,COc1ccc(cc1)-c1sc2ccc(cc2c1-c1ccc(O)cc1)N1CCOCC1,COC1=CC=C(C=C1)C1=C(C2=C(S1)C=CC(=C2)N1CCOCC1)C1=CC=C(O)C=C1
